koi_disposition,int_koi_disposition,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ec,koi_model_snr,koi_depth,koi_tce_plnt_num,koi_impact_err1,koi_period,koi_teq,koi_steff_err1,ra,koi_slogg_err1,koi_duration_err1,koi_duration
CONFIRMED,1,0,0,0,0,11.8,336.7,3,0.133,33.1981761,678,83,292.92276,0.21,0.295,4.709
CONFIRMED,1,0,0,0,0,15.9,87.2,2,0.32,5.32784157,1023,152,287.23569,0.171,0.187,4.696000000000001
CANDIDATE,2,0,0,0,0,95.9,4853.2,1,0.28300000000000003,71.05457555,390,159,298.96828999999997,0.11599999999999999,0.0246,1.9162
CANDIDATE,2,0,0,0,0,20.0,191.2,1,0.005,20.5512722,607,108,288.80457,0.075,0.134,4.638999999999999
CANDIDATE,2,0,0,0,0,10.8,116.8,1,0.044000000000000004,7.5861587,928,178,299.34955,0.135,0.368,4.32
FALSE POSITIVE,0,1,1,0,0,16.9,124.0,1,0.28800000000000003,1.08469871,1757,184,293.98932,0.052000000000000005,0.20199999999999999,4.077
CANDIDATE,2,0,0,0,0,9.8,76.1,1,0.17600000000000002,3.19938075,1026,163,287.81729,0.032,0.19699999999999998,1.761
CANDIDATE,2,0,0,0,0,11.1,69.0,1,0.287,3.04185157,1184,156,294.33328,0.048,0.175,1.4340000000000002
FALSE POSITIVE,0,0,1,0,1,15.7,15.2,1,0.40399999999999997,1.23512429,1642,69,295.84006,0.018000000000000002,0.233,4.22
CANDIDATE,2,0,0,0,0,10.2,78.0,1,0.257,1.89873195,1524,187,284.94226000000003,0.067,0.153,1.382
CANDIDATE,2,0,0,0,0,12.1,593.4,1,0.3496,11.39110963,632,154,294.11566,0.028999999999999998,0.158,2.7489999999999997
CONFIRMED,1,0,0,0,0,13.4,46.8,1,0.439,2.41810158,1602,112,283.43576,0.08,0.145,2.144
FALSE POSITIVE,0,0,0,1,0,75.0,1266.8,1,31.11,58.34373620000001,779,176,300.02124,0.36,0.379,22.482
FALSE POSITIVE,0,0,1,0,0,9.0,43.4,1,0.4,1.070982122,2122,156,298.89642000000003,0.35,0.20199999999999999,1.255
CANDIDATE,2,0,0,0,0,11.6,467.3,1,0.026000000000000002,18.0939004,665,142,286.50211,0.044000000000000004,0.33299999999999996,3.2939999999999996
CANDIDATE,2,0,0,0,0,15.8,677.0,1,70.24,34.9524256,429,159,283.04764,0.024,0.162,1.7169999999999999
FALSE POSITIVE,0,1,0,0,0,71.0,4856.7,1,1.31,23.81578356,560,182,294.66592,0.038,0.0717,3.7591
CONFIRMED,1,0,0,0,0,38.0,1531.2,1,0.406,47.056847600000005,411,159,295.04855,0.032,0.0958,5.2232
FALSE POSITIVE,0,0,1,1,0,26.0,172.8,2,0.861,0.743495989,1617,160,289.07837,0.036000000000000004,0.131,2.255
FALSE POSITIVE,0,0,1,0,0,13.8,216.0,1,0.087,1.405887031,1086,133,286.7695,0.049,0.135,1.1840000000000002
CANDIDATE,2,0,0,0,0,9.2,144.7,1,0.392,17.7412303,684,139,294.47876,0.052000000000000005,0.5660000000000001,4.816
CANDIDATE,2,0,0,0,0,10.7,70.4,1,0.015,2.63527677,1136,83,289.80804,0.066,0.2,1.9969999999999999
CANDIDATE,2,0,0,0,0,15.8,909.2,1,0.44,147.388124,356,190,296.52145,0.04,0.381,8.781
CANDIDATE,2,0,0,0,0,9.7,154.1,1,0.055999999999999994,4.11497357,1137,189,293.17578,0.04,0.19,3.025
FALSE POSITIVE,0,0,0,1,0,20.9,21.8,1,0.239,1.54945486,3006,206,284.45609,0.301,0.22899999999999998,6.6979999999999995
CONFIRMED,1,0,0,0,0,17.4,60.9,1,0.235,10.60052083,987,120,280.24945,0.168,0.187,4.5089999999999995
CONFIRMED,1,0,0,0,0,9.9,871.0,1,0.011000000000000001,21.8634638,551,160,293.82135,0.03,0.313,3.542
CONFIRMED,1,0,0,0,0,13.0,983.0,5,0.42200000000000004,63.3354719,202,71,286.54001,0.066,0.251,3.6510000000000002
FALSE POSITIVE,0,1,1,0,0,123.1,10774.0,1,16.15,14.77820911,809,175,296.11771,0.067,0.0505,5.395
FALSE POSITIVE,0,0,1,0,0,10.0,37.0,1,0.223,2.4826619,1619,153,286.46796,0.128,0.23,2.115
FALSE POSITIVE,0,1,0,0,1,9.8,74.0,1,0.1211,2.17811908,1412,152,288.43149,0.042,0.289,1.4680000000000002
FALSE POSITIVE,0,0,1,0,0,16.1,118.7,1,0.441,1.11205787,1799,192,296.78345,0.067,0.10800000000000001,1.459
CANDIDATE,2,0,0,0,0,9.1,248.0,1,0.036000000000000004,7.5019743000000005,709,143,283.06223,0.066,0.42700000000000005,2.582
CANDIDATE,2,0,0,0,0,9.7,415.5,1,0.26,29.1206519,528,152,285.09976,0.038,0.28600000000000003,2.89
FALSE POSITIVE,0,0,0,0,1,14.8,16.0,1,0.032,1.89132292,2799,233,289.87814,0.131,0.308,5.607
CANDIDATE,2,0,0,0,0,12.0,34.4,1,0.285,6.91261536,981,115,290.46509,0.105,0.217,2.359
CANDIDATE,2,0,0,0,0,8.5,123.0,1,0.122,25.861605800000003,613,164,289.44324,0.052000000000000005,1.0,7.78
FALSE POSITIVE,0,1,0,0,1,40.3,56.7,1,0.002,0.9184208009999999,2374,199,289.7605,0.192,0.10099999999999999,3.533
FALSE POSITIVE,0,0,1,1,0,37.5,131.2,1,0.204,0.573709256,4415,91,280.90244,0.222,0.0549,1.4932
CANDIDATE,2,0,0,0,0,10.3,818.0,1,0.024,13.8353959,809,211,301.27869,0.087,0.35600000000000004,4.961
FALSE POSITIVE,0,0,1,1,0,6.6,100.7,1,0.251,46.9434911,669,169,291.43582000000004,0.228,0.28800000000000003,1.368
CANDIDATE,2,0,0,0,0,15.7,32.2,1,0.42100000000000004,2.1316605269999997,1438,105,296.67984,0.076,0.0993,1.8585
CANDIDATE,2,0,0,0,0,9.9,70.8,1,0.124,5.75902182,1112,152,295.57159,0.054000000000000006,0.21600000000000003,2.687
FALSE POSITIVE,0,0,1,0,1,7.6,92.8,1,0.147,0.9628348,1648,166,297.68759,0.042,0.49700000000000005,2.259
CANDIDATE,2,0,0,0,0,11.4,46.0,1,0.4716,5.66494448,1134,158,285.45886,0.201,0.20199999999999999,4.173
FALSE POSITIVE,0,0,1,1,1,14.1,38.6,1,0.003,0.5667983639999999,2272,164,291.65839,0.087,0.337,3.1719999999999997
FALSE POSITIVE,0,0,1,0,0,24.3,57.5,1,0.3179,3.22452656,4883,123,299.69125,0.209,0.222,5.156000000000001
FALSE POSITIVE,0,0,1,0,1,24.6,32.3,1,0.42100000000000004,1.89127438,3342,220,290.25375,0.493,0.13,4.4910000000000005
FALSE POSITIVE,0,0,1,0,1,18.8,20.6,1,0.006,1.33256944,1624,137,295.13477,0.08800000000000001,0.258,3.89
CONFIRMED,1,0,0,0,0,27.1,536.9,1,0.036000000000000004,66.65045210000001,308,81,297.34738,0.02,0.153,5.744
FALSE POSITIVE,0,1,1,0,0,10.8,332.7,1,0.1465,55.7002642,309,135,295.95797999999996,0.049,0.529,4.285
FALSE POSITIVE,0,1,1,0,1,265.2,16630.0,1,1.146,10.88241656,632,176,290.80301000000003,0.066,0.024,5.4674
FALSE POSITIVE,0,1,0,0,0,1669.4,73834.0,1,0.027999999999999997,25.19830439,604,187,296.4621,0.039,0.00394,5.1942
CANDIDATE,2,0,0,0,0,8.7,86.1,1,0.012,5.2736268,1014,157,296.12253,0.039,0.511,5.291
CANDIDATE,2,0,0,0,0,11.3,119.5,1,0.295,24.5041103,574,86,290.09427,0.098,0.43200000000000005,6.065
FALSE POSITIVE,0,0,1,0,0,13.1,182.5,1,0.068,1.316398648,1374,153,285.88486,0.08800000000000001,0.14800000000000002,1.169
FALSE POSITIVE,0,0,0,1,1,10.6,80.6,2,6.822,14.2005007,843,169,282.67715,0.07,0.644,5.232
FALSE POSITIVE,0,0,1,0,0,11.8,87.4,1,0.0558,5.5834987,1317,170,299.81876,0.139,0.298,2.484
FALSE POSITIVE,0,0,1,0,1,17.4,28.9,1,0.019,1.21374652,1880,156,283.85147,0.077,0.22699999999999998,3.3710000000000004
CONFIRMED,1,0,0,0,0,13.9,61.9,3,0.19899999999999998,5.24970432,954,110,283.00296000000003,0.063,0.147,2.7460000000000004
CONFIRMED,1,0,0,0,0,22.7,883.1,1,0.299,56.674666599999995,522,83,289.64342999999997,0.195,0.17,5.516
FALSE POSITIVE,0,1,0,0,0,110.8,17097.0,1,64.35,63.9005941,353,157,284.30792,0.066,0.0892,8.2789
CANDIDATE,2,0,0,0,0,13.5,293.0,1,0.038,12.687817599999999,851,196,293.94241,0.067,0.34700000000000003,4.262
CANDIDATE,2,0,0,0,0,8.3,285.4,1,0.049,483.36405,202,171,291.37067,0.032,2.0,15.61
CONFIRMED,1,0,0,0,0,13.0,197.9,1,0.473,16.2951259,574,78,288.69501,0.067,0.309,3.678
FALSE POSITIVE,0,1,0,0,0,1820.5,69911.0,1,0.001,18.17304501,650,172,291.96497,0.037000000000000005,0.00875,10.9113
FALSE POSITIVE,0,1,1,0,0,127.1,7647.4,1,18.78,14.12678065,670,186,298.56927,0.04,0.059000000000000004,5.9303
CANDIDATE,2,0,0,0,0,9.7,99.5,1,0.135,12.0729757,969,89,281.55267000000003,0.217,0.418,3.783
FALSE POSITIVE,0,0,1,0,0,9.5,41.0,1,0.402,1.337561836,2322,70,291.41714,0.188,0.16399999999999998,1.575
CANDIDATE,2,0,0,0,0,10.1,430.7,1,0.259,82.401274,421,70,296.82895,0.03,0.9840000000000001,6.48
CANDIDATE,2,0,0,0,0,27.8,123.1,1,0.263,11.91256675,1242,76,285.92322,0.253,0.153,6.126
CANDIDATE,2,0,0,0,0,9.3,26.2,1,0.128,4.08197713,1372,147,288.52902,0.092,0.305,2.943
FALSE POSITIVE,0,0,0,1,1,12.5,35.7,1,0.414,0.566805268,2492,153,291.72806,0.067,0.8740000000000001,3.721
CONFIRMED,1,0,0,0,0,18.7,295.5,1,0.42200000000000004,12.27057043,811,180,287.8674,0.054000000000000006,0.13,3.002
CONFIRMED,1,0,0,0,0,16.4,229.8,1,0.047,13.2274753,867,170,288.23175,0.054000000000000006,0.265,6.356
CANDIDATE,2,0,0,0,0,131.0,21272.0,1,0.076,76.87935893,202,72,285.09586,0.040999999999999995,0.0429,2.3819
FALSE POSITIVE,0,1,1,0,0,12.7,57.9,1,0.146,0.559517155,2762,155,298.27521,0.128,0.10800000000000001,0.596
FALSE POSITIVE,0,1,1,0,1,18.0,105.2,1,0.32799999999999996,0.5807250039999999,1939,164,282.17203,0.057,0.11900000000000001,2.0709999999999997
CANDIDATE,2,0,0,0,0,11.5,333.8,1,0.358,7.28116667,744,192,291.50812,0.033,0.243,2.716
CANDIDATE,2,0,0,0,0,9.9,116.5,1,0.243,2.87998334,1024,81,284.76093,0.063,0.243,1.6580000000000001
CONFIRMED,1,0,0,0,0,10.7,189.2,1,0.084,4.36125889,1000,74,294.0827,0.021,0.222,2.174
CANDIDATE,2,0,0,0,0,11.0,499.6,1,0.253,21.08678557,651,165,296.09842000000003,0.044000000000000004,0.10800000000000001,0.978
FALSE POSITIVE,0,0,1,0,0,8.0,67.5,1,0.076,1.19087362,1489,171,294.59283,0.105,0.298,1.785
FALSE POSITIVE,0,0,1,0,1,12.5,42.4,1,0.252,1.06484622,2034,77,289.64139,0.03,0.754,3.287
CANDIDATE,2,0,0,0,0,10.5,66.6,1,0.133,5.19206571,1170,156,288.97182999999995,0.065,0.22899999999999998,3.716
CANDIDATE,2,0,0,0,0,8.5,94.2,1,0.2153,449.01499,258,143,286.22812000000005,0.106,1.0,12.58
FALSE POSITIVE,0,0,1,0,1,11.5,304.2,1,0.179,8.480305,661,146,298.75122000000005,0.032,1.0,6.19
CONFIRMED,1,0,0,0,0,17.0,622.2,1,0.008,54.5091549,308,118,294.55383,0.036000000000000004,0.179,5.125
CANDIDATE,2,0,0,0,0,14.1,196.2,1,0.177,14.1959621,818,186,290.21667,0.054000000000000006,0.20800000000000002,3.605
CANDIDATE,2,0,0,0,0,16.2,577.6,1,72.7,11.52482874,756,169,296.40448,0.091,0.183,1.724
FALSE POSITIVE,0,1,0,0,0,147.9,6287.9,1,66.34,46.84008579,552,179,294.06802000000005,0.19,0.0302,3.8198
CANDIDATE,2,0,0,0,0,8.8,65.3,1,0.094,6.70242786,1367,163,283.69885,0.175,0.228,1.2209999999999999
FALSE POSITIVE,0,0,1,1,1,79.1,582.5,2,0.5720000000000001,0.992798625,1967,190,293.94794,0.07200000000000001,0.059000000000000004,3.5065
CANDIDATE,2,0,0,0,0,10.2,102.1,1,0.166,7.79534033,985,171,286.21729,0.054000000000000006,0.304,3.406
CANDIDATE,2,0,0,0,0,10.6,516.7,1,0.0,115.23854399999999,372,75,293.65369,0.099,0.527,7.653
FALSE POSITIVE,0,0,0,1,0,11.1,70.4,1,0.28800000000000003,0.77957913,1819,169,296.66177000000005,0.034,0.35600000000000004,2.457
FALSE POSITIVE,0,1,1,0,0,31.1,35.2,1,0.23,0.5445615979999999,11804,83,299.33367999999996,0.03,0.0691,1.6053
CANDIDATE,2,0,0,0,0,12.5,52.0,2,0.254,5.6795377,1420,181,290.55087000000003,0.258,0.326,3.7569999999999997
FALSE POSITIVE,0,0,1,0,0,9.2,66.1,1,0.435,1.97515457,1504,166,292.8699,0.175,0.494,2.633
FALSE POSITIVE,0,1,1,0,0,37.3,1015.7,1,52.11,21.993112,523,154,293.6203,0.036000000000000004,0.256,8.616
CANDIDATE,2,0,0,0,0,12.6,523.8,1,0.001,19.548966600000004,579,163,292.95819,0.045,0.18100000000000002,1.78
CANDIDATE,2,0,0,0,0,11.2,234.0,2,0.413,7.41834569,800,163,292.95819,0.045,0.215,2.4619999999999997
FALSE POSITIVE,0,0,1,0,0,49.3,1660.7,1,0.022000000000000002,27.6853358,461,156,297.79987,0.03,0.18899999999999997,4.6610000000000005
CONFIRMED,1,0,0,0,0,9.6,651.1,1,0.203,35.6225528,523,157,293.44644,0.044000000000000004,0.40299999999999997,4.845
FALSE POSITIVE,0,0,1,0,1,11.8,112.1,1,0.203,7.1403113,1036,170,300.78387000000004,0.052000000000000005,0.499,5.891
FALSE POSITIVE,0,0,1,0,0,10.3,62.1,1,0.418,2.69487041,1440,158,293.09384,0.18,0.335,2.553
CONFIRMED,1,0,0,0,0,13.1,502.1,1,0.191,112.30313600000001,241,78,285.36658,0.017,0.36200000000000004,5.869
CANDIDATE,2,0,0,0,0,20.7,122.4,1,0.358,92.461135,564,69,291.5072,0.12,0.293,14.344000000000001
CANDIDATE,2,0,0,0,0,10.3,740.6,1,6.795,49.538726399999994,436,173,298.68402000000003,0.036000000000000004,0.305,2.238
CANDIDATE,2,0,0,0,0,7.5,199.3,1,0.45399999999999996,9.2294726,601,168,293.24039,0.036000000000000004,0.8640000000000001,2.4459999999999997
FALSE POSITIVE,0,0,0,0,1,16.2,591.7,1,0.222,1.33254897,4664,96,294.64285,0.033,0.245,3.083
FALSE POSITIVE,0,0,1,0,0,10.0,361.1,1,0.078,18.226047199999996,648,164,299.13177,0.075,0.33399999999999996,3.6639999999999997
CANDIDATE,2,0,0,0,0,12.1,1068.0,1,0.4855,17.99562529,701,175,294.95074,0.043,0.129,0.871
FALSE POSITIVE,0,0,1,0,1,33.3,47.8,1,0.265,1.018347376,2832,87,292.26559,0.22399999999999998,0.146,4.386
CANDIDATE,2,0,0,0,0,11.4,496.8,1,6.957000000000001,63.095068000000005,573,160,291.72189,0.065,0.92,9.485
FALSE POSITIVE,0,1,1,0,0,155.6,4989.2,1,42.08,37.32483952,461,175,298.54089,0.055999999999999994,0.0559,6.9676
FALSE POSITIVE,0,1,1,0,1,131.4,2340.2,1,5.9079999999999995,25.951984,626,162,293.69415,0.046,0.19399999999999998,20.585
CANDIDATE,2,0,0,0,0,12.0,87.8,5,0.15,21.7203362,594,110,283.00296000000003,0.063,0.37,4.252
CONFIRMED,1,0,0,0,0,18.2,160.6,1,0.040999999999999995,42.9136635,810,121,292.42282,0.21,0.166,5.227
FALSE POSITIVE,0,1,0,0,0,17.5,1138.6,1,0.423,88.1804682,359,147,291.52487,0.027000000000000003,0.18600000000000003,5.033
CONFIRMED,1,0,0,0,0,12.7,901.4,1,0.175,177.66866299999998,233,75,288.61053,0.021,0.46299999999999997,9.298
FALSE POSITIVE,0,1,0,0,0,8.8,105.7,1,0.032,0.98041685,1388,131,291.12453999999997,0.06,0.26,0.919
CONFIRMED,1,0,0,0,0,12.2,296.9,1,0.177,92.26374200000001,469,81,297.5885,0.099,0.725,8.605
CANDIDATE,2,0,0,0,0,12.4,289.3,1,0.213,6.64754478,999,190,294.78432999999995,0.054000000000000006,0.14300000000000002,1.9609999999999999
CANDIDATE,2,0,0,0,0,10.4,112.5,1,0.386,1.97650073,1394,161,291.21164,0.05,0.136,1.788
CANDIDATE,2,0,0,0,0,10.3,238.0,1,0.321,14.740106099999998,750,180,298.38007000000005,0.048,0.38299999999999995,5.6370000000000005
FALSE POSITIVE,0,0,0,1,0,7.3,7.7,1,0.34700000000000003,3.0001191,2566,233,292.91702000000004,0.23399999999999999,1.3,6.61
CONFIRMED,1,0,0,0,0,54.3,762.3,1,0.045,81.41601379999999,522,113,291.25562,0.063,0.764,14.175
CANDIDATE,2,0,0,0,0,11.6,228.5,1,0.084,4.7309013,1065,178,297.48297,0.037000000000000005,0.20199999999999999,2.889
FALSE POSITIVE,0,0,0,1,0,11.1,152.5,1,0.35,357.82544,306,167,292.20465,0.145,1.5,9.12
CONFIRMED,1,0,0,0,0,14.5,352.8,1,0.32299999999999995,35.2330694,288,75,281.64581,0.033,0.215,3.674
FALSE POSITIVE,0,0,1,0,1,15.3,1001.6,1,0.389,45.3965379,326,149,292.17496,0.049,0.285,3.826
CANDIDATE,2,0,0,0,0,10.2,538.2,1,0.355,36.721576,498,186,299.49188,0.031,0.5760000000000001,7.757999999999999
CANDIDATE,2,0,0,0,0,25.9,164.7,1,0.42,96.81647,655,129,292.89218,0.218,0.19,10.227
FALSE POSITIVE,0,0,1,0,0,14.3,23.0,1,0.449,0.7297243459999999,2151,210,285.90179,0.07200000000000001,0.317,2.699
FALSE POSITIVE,0,0,1,0,0,11.3,127.1,1,0.22399999999999998,0.821472455,1559,194,296.82027999999997,0.071,0.368,2.4330000000000003
FALSE POSITIVE,0,0,1,0,0,11.1,86.5,1,0.418,1.29019586,1530,152,296.28137000000004,0.033,0.265,3.741
CANDIDATE,2,0,0,0,0,12.7,73.1,1,0.39899999999999997,1.141148847,2248,81,297.21347000000003,0.217,0.159,1.629
CANDIDATE,2,0,0,0,0,10.2,143.9,1,0.45,12.460564999999999,726,81,295.51495,0.076,0.39299999999999996,3.903
CANDIDATE,2,0,0,0,0,8.8,129.3,2,0.067,19.5945772,724,191,290.90042,0.087,0.565,6.77
FALSE POSITIVE,0,0,1,0,1,14.7,170.7,1,0.452,8.48032079,759,161,298.79605,0.08800000000000001,0.281,5.791
CONFIRMED,1,0,0,0,0,25.7,859.3,1,0.05,47.9869119,493,152,283.21161,0.12,0.14300000000000002,5.3420000000000005
FALSE POSITIVE,0,0,0,1,1,91.1,5622.7,1,0.177,359.047933,260,169,291.03217,0.162,0.113,16.637
FALSE POSITIVE,0,1,1,0,0,17.9,1046.5,1,85.54,29.804269399999995,505,203,291.35443,0.1,0.21899999999999997,3.1069999999999998
CANDIDATE,2,0,0,0,0,11.0,187.0,1,0.076,7.08757462,955,181,297.90527000000003,0.048,0.311,3.342
CANDIDATE,2,0,0,0,0,11.3,109.5,1,6.846,5.4169303,1173,173,288.61057,0.07,0.845,7.5120000000000005
CANDIDATE,2,0,0,0,0,11.6,447.8,1,0.345,31.1920226,521,170,299.46869,0.06,0.21,2.8489999999999998
FALSE POSITIVE,0,0,0,1,0,18.5,246.1,1,0.0481,1.02104719,2129,200,298.98892,0.064,1.7,6.39
CANDIDATE,2,0,0,0,0,11.3,364.9,1,0.424,7.630545,1087,179,287.70197,0.087,0.27,3.63
CANDIDATE,2,0,0,0,0,10.3,154.4,1,0.287,6.6716723,1024,168,284.57806,0.07,0.255,2.693
FALSE POSITIVE,0,1,1,0,1,10.8,19.6,1,0.3,1.23142395,2317,180,290.34805,0.287,0.562,2.186
CANDIDATE,2,0,0,0,0,10.3,531.5,1,0.3801,409.38645,197,171,286.33545,0.065,1.7,13.78
FALSE POSITIVE,0,1,1,0,0,19.7,1024.9,1,0.046,386.828262,340,179,281.28546,0.24600000000000002,0.52,5.045
FALSE POSITIVE,0,1,1,0,1,136.5,4094.1,1,0.003,15.8733803,830,184,299.05002,0.282,0.0756,7.4672
FALSE POSITIVE,0,1,1,0,1,36.9,484.0,1,0.005,42.3991752,580,193,299.06453999999997,0.105,0.332,7.251
FALSE POSITIVE,0,1,1,0,1,125.0,5103.3,1,1.1079999999999999,25.95198823,680,176,293.68362,0.062,0.149,14.602
CANDIDATE,2,0,0,0,0,10.1,181.1,1,0.062,17.7662938,670,77,287.77301,0.03,0.358,3.0789999999999997
FALSE POSITIVE,0,0,1,0,1,14.2,145.4,1,0.317,13.6917833,770,159,295.37604,0.12,0.24,4.198
CANDIDATE,2,0,0,0,0,11.5,373.7,1,0.20800000000000002,11.56722589,568,137,284.61008,0.055999999999999994,0.215,2.5069999999999997
CANDIDATE,2,0,0,0,0,20.7,789.0,1,9.192,631.56889,237,170,295.73697000000004,0.065,1.5,14.37
FALSE POSITIVE,0,0,0,1,0,225.1,347.3,1,1.159,14.15849823,1910,240,300.01501,0.496,0.498,46.356
FALSE POSITIVE,0,0,0,1,0,85.7,390.9,1,1.055,12.3748247,1253,155,297.63947,0.602,3.1,90.01
CANDIDATE,2,0,0,0,0,12.3,34.3,1,0.23399999999999999,3.74099144,1733,142,291.79465,0.247,0.506,5.428
CANDIDATE,2,0,0,0,0,12.3,270.9,1,0.44,302.779824,246,154,295.98404,0.042,0.721,16.847
FALSE POSITIVE,0,0,0,1,0,768.9,143640.0,2,60.61,14.54178117,834,188,292.17099,0.162,0.0123,9.1151
CANDIDATE,2,0,0,0,0,8.5,71.7,1,0.212,21.1876185,676,158,293.15085,0.036000000000000004,1.0,3.69
FALSE POSITIVE,0,1,1,0,1,27.1,460.9,1,39.19,30.9604688,1064,92,295.07965,1.472,0.736,14.992
FALSE POSITIVE,0,1,0,0,0,374.1,1840.5,1,0.111,1.0416199320000001,1858,193,296.9136,0.175,0.0436,8.1218
FALSE POSITIVE,0,1,0,0,0,608.9,348780.0,1,0.021,2.5445944430000003,1608,183,294.76862,0.428,0.00717,3.21373
FALSE POSITIVE,0,1,0,0,0,1597.3,102290.0,1,0.002,56.40651043,358,174,298.52206,0.066,0.0177,18.4332
FALSE POSITIVE,0,1,0,0,0,879.2,190900.0,1,0.096,7.964400574,633,156,292.92532,0.06,0.0155,4.4761
FALSE POSITIVE,0,1,1,0,1,154.4,83326.0,1,0.18899999999999997,6.3991013070000005,1042,175,283.0733,0.055999999999999994,0.0391,4.7439
CONFIRMED,1,0,0,0,0,15.4,500.0,2,0.43700000000000006,34.9168399,602,196,295.8093,0.052000000000000005,0.451,7.343
FALSE POSITIVE,0,1,1,0,1,301.4,81428.0,1,0.011000000000000001,8.480303653,762,185,298.79532,0.048,0.00988,7.48907
CANDIDATE,2,0,0,0,0,10.6,46.6,2,0.11900000000000001,94.094392,486,79,285.47659,0.016,0.606,10.833
FALSE POSITIVE,0,0,1,0,0,9.4,201.0,1,0.17600000000000002,10.6784787,712,164,296.9025,0.034,0.319,2.307
CANDIDATE,2,0,0,0,0,10.7,222.5,1,0.052000000000000005,10.08535311,843,160,285.41266,0.054000000000000006,0.149,1.75
FALSE POSITIVE,0,1,0,0,0,950.0,207990.0,1,0.021,42.55926555,487,170,293.45609,0.036000000000000004,0.00445,3.36626
CANDIDATE,2,0,0,0,0,10.4,134.9,1,0.08199999999999999,10.285637300000001,864,79,293.34521,0.054000000000000006,0.298,3.043
FALSE POSITIVE,0,0,1,0,0,13.6,322.2,1,0.261,24.2157996,596,186,289.00632,0.094,0.32899999999999996,4.359
CONFIRMED,1,0,0,0,0,18.6,235.6,1,0.121,44.2018402,409,151,283.98633,0.077,0.192,4.949
CANDIDATE,2,0,0,0,0,10.3,482.2,1,0.36,393.95608,263,197,293.38049,0.062,1.1,13.89
CONFIRMED,1,0,0,0,0,14.9,132.2,1,0.059000000000000004,15.033062300000003,928,70,288.88333,0.182,0.295,6.3260000000000005
CANDIDATE,2,0,0,0,0,11.4,227.1,2,0.024,34.749603799999996,702,70,288.88333,0.182,0.231,4.548
FALSE POSITIVE,0,1,0,0,0,32.5,39413.0,1,66.61,12.62530918,1214,190,301.14603,0.293,0.11900000000000001,3.1630000000000003
FALSE POSITIVE,0,1,0,0,0,332.8,240900.0,1,0.03,124.93576740000002,362,132,294.15952000000004,0.06,0.0344,7.5608
CANDIDATE,2,0,0,0,0,13.1,155.3,1,0.40399999999999997,227.83457,449,80,292.0105,0.22399999999999998,1.9,21.59
FALSE POSITIVE,0,1,0,0,0,5357.7,299050.0,1,0.002,119.67980320000001,847,229,291.17059,0.392,0.00942,32.1928
FALSE POSITIVE,0,1,0,0,0,4322.4,376770.0,1,0.002,6.3991071360000005,1031,164,283.07403999999997,0.11599999999999999,0.00196,5.21981
FALSE POSITIVE,0,1,0,0,1,5219.5,83115.0,1,0.003,8.480304281,1504,126,298.8002,0.195,0.00234,7.461589999999999
FALSE POSITIVE,0,1,0,0,0,2426.9,45362.0,1,0.003,117.68137779999999,575,162,291.0188,0.28,0.00856,12.7591
FALSE POSITIVE,0,1,0,0,0,922.1,147140.0,1,0.01,17.72722648,692,190,296.7345,0.052000000000000005,0.0118,4.1376
FALSE POSITIVE,0,1,0,0,0,1331.0,53782.0,1,0.005,100.40132729999999,420,184,296.22292999999996,0.128,0.0125,9.7436
FALSE POSITIVE,0,1,0,0,0,1539.9,243410.0,1,0.004,11.32028788,928,194,293.26328,0.18,0.0050100000000000006,4.82219
CANDIDATE,2,0,0,0,0,5.8,349.1,2,0.527,24.352541,498,78,289.43896,0.068,0.8140000000000001,2.782
CONFIRMED,1,0,0,0,0,7.5,250.0,1,0.36700000000000005,5.94228603,797,78,289.43896,0.068,0.34,2.169
CANDIDATE,2,0,0,0,0,9.6,225.6,1,0.0,382.30306,400,178,285.36992999999995,0.32299999999999995,5.5,8.83
CANDIDATE,2,0,0,0,0,17.7,455.3,1,0.057999999999999996,26.757586600000003,660,194,297.4809,0.065,0.278,5.858
FALSE POSITIVE,0,1,0,0,0,751.5,66168.0,1,0.026000000000000002,57.05999920000001,455,161,287.34946,0.04,0.018000000000000002,7.462999999999999
CONFIRMED,1,0,0,0,0,17.1,103.8,1,0.433,14.556561800000003,787,66,289.91852,0.024,0.175,4.553999999999999
FALSE POSITIVE,0,0,1,0,0,13.9,268.9,2,0.389,0.8378981529999999,1478,172,301.4693,0.071,0.203,2.104
CONFIRMED,1,0,0,0,0,24.3,330.0,1,0.052000000000000005,41.7084063,608,144,296.10791,0.06,0.18899999999999997,8.567
FALSE POSITIVE,0,1,0,0,0,12.2,507.1,1,0.413,33.025717900000004,564,69,295.16721,0.032,0.45,6.032
FALSE POSITIVE,0,1,0,0,0,2206.5,150580.0,1,0.009000000000000001,25.36699067,665,166,285.43805,0.057999999999999996,0.0043100000000000005,5.9556
FALSE POSITIVE,0,0,0,1,0,4594.8,317000.0,1,0.005,428.3217393,220,169,291.54391,0.063,0.0113,40.5992
FALSE POSITIVE,0,1,0,0,0,3583.1,210770.0,1,0.015,82.13761,640,162,292.71317,0.307,0.0027199999999999998,6.11904
FALSE POSITIVE,0,1,0,0,0,1161.1,440150.0,1,0.006999999999999999,24.0612744,749,181,295.36602999999997,0.10800000000000001,0.0236,19.9438
