koi_disposition,int_koi_disposition,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ec,koi_model_snr,koi_depth,koi_tce_plnt_num,koi_impact_err1,koi_period,koi_teq,koi_steff_err1,ra,koi_slogg_err1,koi_duration_err1,koi_duration
CONFIRMED,1,0,0,0,0,95.8,434.5,1,0.002,0.63133171,1322,133,291.59409,0.055999999999999994,0.0186,1.1487
CONFIRMED,1,0,0,0,0,30.4,797.4,1,0.268,12.69905011,686,84,293.14648,0.057999999999999996,0.0891,2.9899
CANDIDATE,2,0,0,0,0,30.7,779.5,2,0.41600000000000004,8.74292005,643,172,295.8255,0.024,0.0846,2.6277
CANDIDATE,2,0,0,0,0,55.2,1357.5,2,0.473,37.10114179999999,532,179,291.02069,0.06,0.0788,5.5556
CANDIDATE,2,0,0,0,0,76.6,3920.1,1,0.006,104.8205868,376,179,291.02069,0.06,0.0878,4.4794
CONFIRMED,1,0,0,0,0,16.8,748.7,3,0.015,10.8644095,363,71,286.54001,0.066,0.11900000000000001,1.8530000000000002
CONFIRMED,1,0,0,0,0,39.9,4107.0,1,0.39,124.4197175,416,70,284.25131,0.569,0.08199999999999999,3.7197
CONFIRMED,1,0,0,0,0,65.9,494.9,1,0.397,1.219568047,1252,130,292.32858,0.027000000000000003,0.026000000000000002,1.5681
CONFIRMED,1,0,0,0,0,50.0,546.7,1,0.19,2.05388477,1523,76,296.32198999999997,0.156,0.0445,2.1635
CONFIRMED,1,0,0,0,0,73.4,1004.9,3,0.33399999999999996,38.86848956,509,112,283.20917000000003,0.081,0.0525,6.0573
CONFIRMED,1,0,0,1,0,58.4,778.8,2,0.051,35.735361600000005,774,116,287.3912,0.196,0.214,8.491
CONFIRMED,1,0,0,0,0,44.9,598.0,3,0.0211,54.420540700000004,574,157,287.3912,0.051,0.499,8.559
FALSE POSITIVE,0,1,1,0,1,58.0,2053.9,1,65.48,14.32407216,782,190,294.58929,0.054000000000000006,0.0965,4.6577
CONFIRMED,1,0,0,0,0,44.0,514.2,1,0.385,27.07237655,605,65,297.20895,0.016,0.0871,6.9592
CONFIRMED,1,0,0,0,0,48.3,853.0,1,0.062,55.6391882,478,176,289.08365,0.05,0.131,7.316
CONFIRMED,1,0,0,0,0,59.0,588.8,5,0.187,46.6856205,513,113,297.11511,0.055,0.0615,6.3794
CANDIDATE,2,0,0,0,0,66.7,696.6,1,0.034,34.296636299999996,584,82,294.23007,0.174,0.267,19.718
CANDIDATE,2,0,0,0,0,21.8,252.9,1,0.44799999999999995,9.97716876,1028,83,297.79691,0.21,0.22,5.9079999999999995
FALSE POSITIVE,0,1,0,0,0,1266.2,24012.0,1,0.026000000000000002,30.882538699999998,593,163,288.72949,0.048,0.0103,5.3737
FALSE POSITIVE,0,0,1,0,0,39.2,1063.5,1,61.66,72.4914068,700,155,299.2475,0.28,0.111,3.612
FALSE POSITIVE,0,1,0,0,0,22.0,382.9,1,69.42,4.93913074,1182,176,291.23883,0.132,0.106,1.3619999999999999
CONFIRMED,1,0,0,0,0,33.8,436.3,1,0.45899999999999996,2.240486703,837,83,290.82602,0.023,0.0448,1.3988
CANDIDATE,2,0,0,0,0,33.9,296.0,1,0.046,105.0145774,406,105,294.27727999999996,0.115,0.317,7.426
CONFIRMED,1,0,0,0,0,32.6,343.0,1,0.213,4.88084456,879,148,295.02167000000003,0.105,0.0747,2.5574
CONFIRMED,1,0,0,0,0,21.7,238.4,1,0.01,10.56137217,867,166,293.57776,0.165,0.0936,3.2645
CANDIDATE,2,0,0,0,0,34.3,831.9,1,0.04,16.00460392,583,155,288.23666000000003,0.026000000000000002,0.0887,3.9475
FALSE POSITIVE,0,0,1,0,1,77.1,293.6,1,0.302,3.55650737,1405,148,297.12186,0.682,0.11199999999999999,8.545
CONFIRMED,1,0,0,0,0,35.3,550.5,1,0.006,3.148661555,1097,184,297.77927,0.11199999999999999,0.0586,2.1978
FALSE POSITIVE,0,1,1,0,1,118.2,462.4,1,0.278,0.70544824,1868,155,289.95078,0.042,0.0428,2.9423
CONFIRMED,1,0,0,0,0,114.7,1745.7,1,0.215,3.295701024,875,94,294.44177,0.012,0.0256,1.8268
CONFIRMED,1,0,0,0,0,37.7,965.9,3,0.052000000000000005,5.315954488,746,94,294.44177,0.012,0.0379,1.1165
CONFIRMED,1,0,0,0,0,66.5,671.4,1,0.359,10.04556377,766,101,284.39429,0.019,0.0445,3.2027
CONFIRMED,1,0,0,0,0,22.2,258.9,4,0.127,1.4991444409999999,1137,94,294.44177,0.012,0.0719,1.4259
CONFIRMED,1,0,0,0,0,40.9,276.7,1,0.391,5.082748362,928,97,290.05112,0.018000000000000002,0.046,1.7732
FALSE POSITIVE,0,0,1,0,0,26.6,191.2,1,0.31,5.00673576,1324,191,298.96255,0.264,0.0808,1.9398
CONFIRMED,1,0,0,0,0,34.3,206.9,1,0.324,9.17617167,960,106,282.06127999999995,0.15,0.0897,4.2642
CONFIRMED,1,0,0,0,0,20.3,168.1,2,0.011000000000000001,19.7383992,744,106,282.06127999999995,0.15,0.136,4.894
CANDIDATE,2,0,0,0,0,21.2,1043.8,1,0.003,59.6585348,393,84,293.64417000000003,0.027999999999999997,0.353,5.513999999999999
CONFIRMED,1,0,0,0,0,1245.7,9655.7,1,0.01,10.29099413,996,78,288.25458,0.201,0.00281,4.28889
CONFIRMED,1,0,0,0,0,31.9,993.4,1,0.017,59.6222627,486,168,294.2413,0.057999999999999996,0.159,6.888
FALSE POSITIVE,0,0,1,0,1,42.4,507.6,1,0.018000000000000002,4.9883873,1236,179,296.4418,0.054000000000000006,0.49,9.059
CANDIDATE,2,0,0,0,0,20.2,792.8,1,0.198,8.19596647,672,167,295.45715,0.063,0.13,2.824
CONFIRMED,1,0,0,0,0,49.2,867.7,1,0.161,15.59466045,718,176,297.66452000000004,0.052000000000000005,0.0699,5.0478
CONFIRMED,1,0,0,0,0,59.4,1037.0,1,0.047,56.35407916,352,96,296.82291000000004,0.049,0.0661,3.4449
FALSE POSITIVE,0,1,0,0,0,66.3,3758.6,1,70.28,36.12895451,546,175,289.60677999999996,0.065,0.0442,2.2348
FALSE POSITIVE,0,1,0,0,0,148.1,7589.6,1,0.033,32.50456309,591,192,295.04639,0.067,0.0384,2.4657
FALSE POSITIVE,0,1,1,0,1,108.8,566.6,1,0.243,1.332560589,1086,134,295.18561,0.04,0.0452,4.2427
FALSE POSITIVE,0,1,0,0,0,113.6,4229.4,1,1.415,31.56904354,575,169,297.41965,0.132,0.03,2.6364
FALSE POSITIVE,0,1,0,0,0,50.5,2121.3,1,4.887,9.08590495,861,177,296.03342000000004,0.091,0.0564,2.0718
FALSE POSITIVE,0,0,0,0,1,44.4,586.0,1,1.001,0.784512952,1952,189,299.556,0.05,0.0765,2.4623
FALSE POSITIVE,0,0,1,0,0,31.7,120.1,1,0.31,0.8837784609999999,1934,161,298.3949,0.081,0.0645,1.6339
CONFIRMED,1,0,0,0,0,23.2,30.7,1,0.013000000000000001,2.465024332,1561,82,284.78619,0.033,0.0584,1.262
CONFIRMED,1,0,0,0,0,28.4,77.3,1,0.096,15.86624787,879,79,285.47659,0.016,0.0941,4.25
FALSE POSITIVE,0,1,1,0,0,292.1,3456.7,1,0.594,4.288515468,1722,176,284.73859,0.315,0.0107,2.2959
CONFIRMED,1,0,0,0,0,1549.0,14431.0,1,0.036000000000000004,3.7970182589999997,982,82,290.35803,0.04,0.00854,2.2608
CONFIRMED,1,0,0,0,0,37.6,107.5,1,0.43700000000000006,1.340596782,1783,119,295.32251,0.054000000000000006,0.0415,1.6484
CONFIRMED,1,0,0,0,0,33.2,770.9,1,0.002,17.42393582,722,189,294.32635,0.07,0.14400000000000002,4.928999999999999
CONFIRMED,1,0,0,0,0,49.2,1472.7,1,0.423,9.8786461,393,72,283.62885,0.05,0.042,1.8915
CONFIRMED,1,0,0,0,0,109.8,3529.2,1,0.065,49.7700907,455,155,284.27396,0.04,0.184,10.065
FALSE POSITIVE,0,1,1,0,1,28.9,269.5,1,0.015,0.520222869,2145,156,297.04651,0.038,0.0592,1.2216
CONFIRMED,1,0,0,0,0,36.6,532.9,1,0.183,5.83376197,1143,173,285.0571,0.06,0.0877,3.9988
CANDIDATE,2,0,0,0,0,15.8,171.5,2,0.402,2.42150341,1532,173,285.0571,0.06,0.16699999999999998,2.965
CONFIRMED,1,0,0,0,0,34.7,1033.9,2,0.021,8.29084167,728,101,299.22433,0.032,0.129,3.613
CONFIRMED,1,0,0,0,0,20.4,996.8,4,0.335,16.73869035,576,101,299.22433,0.032,0.105,2.398
FALSE POSITIVE,0,1,0,0,0,1131.7,25027.0,1,0.005,5.0939388160000005,1137,166,288.25284,0.055999999999999994,0.007809999999999999,3.9314400000000003
CONFIRMED,1,0,0,0,0,28.9,131.6,1,0.031,13.93291548,852,121,289.50635,0.08800000000000001,0.0714,2.6239
CONFIRMED,1,0,0,0,0,12.4,28.4,1,0.317,2.36436762,1752,75,296.04736,0.013000000000000001,0.20199999999999999,3.372
CANDIDATE,2,0,0,0,0,13.6,100.4,1,0.41700000000000004,20.6654374,487,96,294.99023,0.042,0.21,3.1719999999999997
CANDIDATE,2,0,0,0,0,46.8,266.6,1,0.233,69.8347983,765,214,293.54889,0.135,0.10800000000000001,8.262
CONFIRMED,1,0,0,0,0,51.3,463.0,1,0.017,2.53475568,1218,186,298.11121,0.077,0.0706,4.5716
CONFIRMED,1,0,0,0,0,27.1,987.5,1,0.41200000000000003,43.316742700000006,459,169,293.60126,0.036000000000000004,0.13699999999999998,4.995
FALSE POSITIVE,0,1,0,0,0,929.0,19939.0,1,0.018000000000000002,37.59029855,573,184,292.87616,0.057999999999999996,0.0121,4.3855
CONFIRMED,1,0,0,0,0,30.8,499.4,1,0.29100000000000004,2.617028373,996,146,290.12231,0.065,0.0658,2.046
FALSE POSITIVE,0,0,1,0,0,37.0,433.8,1,0.341,1.876406096,1192,169,291.23114,0.03,0.23600000000000002,1.531
CONFIRMED,1,0,0,0,0,72.3,2378.5,1,0.073,150.2412582,327,111,287.28531,0.076,0.126,10.849
CONFIRMED,1,0,0,0,0,119.5,3437.0,1,0.27,53.44944498,486,162,291.0838,0.044000000000000004,0.0439,5.3091
FALSE POSITIVE,0,1,1,0,1,103.6,796.1,1,0.774,0.466743525,2197,155,296.33319,0.036000000000000004,0.0216,1.3956
FALSE POSITIVE,0,0,1,0,0,17.1,347.4,1,0.28800000000000003,1.7271772580000002,1250,187,299.14142000000004,0.035,0.12,2.081
CONFIRMED,1,0,0,0,0,31.3,1011.8,1,0.146,10.29674097,1129,82,297.58313,0.182,0.0753,2.7292
CANDIDATE,2,0,0,0,0,15.9,424.5,2,0.337,5.93919041,1357,82,297.58313,0.182,0.115,2.285
CONFIRMED,1,0,0,0,0,47.1,480.7,1,0.015,19.74733983,754,99,298.39575,0.026000000000000002,0.0646,3.4444
CONFIRMED,1,0,0,0,0,1126.2,21125.0,1,0.02,30.36044536,459,148,284.87997,0.07200000000000001,0.0133,6.0134
CANDIDATE,2,0,0,0,0,32.9,168.1,1,0.271,4.16787814,962,73,291.74838,0.027999999999999997,0.0649,2.2136
CONFIRMED,1,0,0,0,0,20.1,601.7,1,0.43,26.964501000000002,573,161,294.36672999999996,0.042,0.131,3.792
FALSE POSITIVE,0,1,1,0,1,93.0,428.6,1,1.992,2.178154348,1392,159,288.01486,0.078,0.0477,3.4874
CONFIRMED,1,0,0,0,0,26.3,439.1,1,0.025,5.03257009,1047,161,282.36349,0.039,0.285,4.213
CONFIRMED,1,0,0,0,0,33.2,640.1,1,0.349,21.3588236,691,170,295.40252999999996,0.054000000000000006,0.114,5.8229999999999995
CONFIRMED,1,0,0,0,0,29.7,804.8,1,0.064,22.045916300000002,640,176,294.52713,0.042,0.11800000000000001,5.22
CONFIRMED,1,0,0,0,0,34.8,800.0,2,0.154,17.32670445,535,100,288.53867,0.018000000000000002,0.1,4.269
CONFIRMED,1,0,0,0,0,28.9,1051.6,4,0.05,44.841116799999995,390,100,288.53867,0.018000000000000002,0.135,5.902
FALSE POSITIVE,0,0,1,0,0,34.2,338.5,1,0.017,1.008917105,1636,189,297.50385,0.04,0.0523,1.4577
CONFIRMED,1,0,0,0,0,36.8,1215.6,1,0.068,13.75207851,556,129,283.12964,0.032,0.0688,2.8831
CANDIDATE,2,0,0,0,0,19.5,278.4,1,0.264,11.30507984,744,152,290.25964,0.034,0.157,3.989
CONFIRMED,1,0,0,0,0,27.7,109.7,1,0.023,4.59489816,1319,121,290.59207000000004,0.14300000000000002,0.0656,3.1381
CONFIRMED,1,0,0,0,0,17.9,472.2,1,0.248,32.2964275,503,84,290.98331,0.078,0.214,4.561
CANDIDATE,2,0,0,0,0,102.8,5879.1,1,0.41,12.68173393,601,136,286.0528,0.071,0.0283,1.6866
FALSE POSITIVE,0,1,0,0,0,742.2,23915.0,1,0.006999999999999999,6.814984472000001,836,164,296.66086,0.038,0.0051600000000000005,3.05409
CONFIRMED,1,0,0,0,0,1955.1,10345.0,1,0.022000000000000002,7.891448838,1028,72,282.62967000000003,0.095,0.0069700000000000005,4.2854
CONFIRMED,1,0,0,0,0,36.7,334.3,1,0.004,2.578852119,1230,154,295.41745,0.035,0.0555,2.3581
FALSE POSITIVE,0,1,1,0,0,34.5,783.4,1,0.004,9.04189129,729,157,286.88751,0.027999999999999997,0.23199999999999998,2.7889999999999997
CONFIRMED,1,0,0,0,0,71.7,443.4,1,0.11800000000000001,30.22910274,755,113,291.64676000000003,0.125,0.0737,6.6751
FALSE POSITIVE,0,1,1,0,1,65.9,396.8,1,1.141,0.798200403,2128,169,296.98852999999997,0.05,0.0157,1.8261
CANDIDATE,2,1,0,0,0,123.3,19550.0,1,0.066,3.479425638,1166,158,295.6713,0.062,0.0884,3.4479
FALSE POSITIVE,0,0,1,0,0,47.7,549.4,1,5.251,2.92878704,1239,187,297.82944,0.037000000000000005,0.115,4.6339999999999995
CONFIRMED,1,0,0,0,0,53.1,813.4,1,0.23199999999999998,9.80321143,896,196,288.73407000000003,0.054000000000000006,0.0684,4.4617
CANDIDATE,2,0,0,0,0,123.9,2090.8,1,0.35,24.81097206,631,182,296.84616,0.052000000000000005,0.0297,3.2245
CANDIDATE,2,0,0,0,0,23.7,221.6,2,0.321,7.136922,956,182,296.84616,0.052000000000000005,0.0496,2.8005
FALSE POSITIVE,0,1,0,0,0,24.3,4572.0,1,45.31,2.6217066940000002,1288,192,297.38153,0.155,0.115,1.9409999999999998
CANDIDATE,2,0,0,0,0,15.0,156.9,1,0.10400000000000001,3.72020708,954,151,298.46578999999997,0.08800000000000001,0.11800000000000001,1.892
FALSE POSITIVE,0,1,0,0,0,560.2,11311.0,1,0.003,12.26486736,1077,85,284.64886,0.23199999999999998,0.0149,4.7366
CONFIRMED,1,0,0,0,0,70.9,1117.0,1,0.379,8.689301216,782,181,298.60787999999997,0.12,0.0313,2.563
FALSE POSITIVE,0,0,1,0,0,27.0,469.3,1,0.084,0.979442525,1567,193,298.14052999999996,0.04,0.0521,1.0348
CONFIRMED,1,1,0,0,0,113.5,16456.0,1,0.028999999999999998,3.120828136,1303,165,282.96616,0.052000000000000005,0.0645,2.1878
FALSE POSITIVE,0,0,1,0,0,22.7,206.4,1,0.426,1.3993265030000002,1143,137,289.32101,0.055999999999999994,0.0978,1.8305
CONFIRMED,1,0,0,0,0,27.2,481.7,2,0.057,7.06117322,521,72,283.13547,0.038,0.0495,1.0406
CONFIRMED,1,0,0,0,0,40.6,678.3,1,0.10099999999999999,20.55331441,749,174,296.4032,0.065,0.0975,5.3136
CONFIRMED,1,0,0,0,0,62.0,970.9,1,0.36200000000000004,40.0686713,560,182,294.95685,0.105,0.0665,5.8875
CONFIRMED,1,0,0,1,0,36.8,1061.2,2,0.005,191.239133,401,112,297.91687,0.054000000000000006,0.413,16.942
CANDIDATE,2,0,0,0,0,17.6,134.4,3,0.045,5.83393857,1285,112,297.91687,0.054000000000000006,0.0845,4.5813
FALSE POSITIVE,0,1,1,0,0,26.4,1120.6,1,5.103,24.3282251,520,159,296.99191,0.032,0.242,6.1579999999999995
CONFIRMED,1,0,0,0,0,28.9,290.5,1,0.11199999999999999,14.97031664,883,114,298.29495,0.182,0.124,5.8839999999999995
CONFIRMED,1,0,0,0,0,17.9,223.9,2,0.348,32.2753853,683,114,298.29495,0.182,0.569,8.622
CANDIDATE,2,0,0,0,0,9.8,89.2,3,0.1072,6.33027476,1046,173,298.29495,0.114,0.27699999999999997,3.67
CANDIDATE,2,0,0,0,0,21.2,416.2,1,0.049,4.04355245,613,77,284.13287,0.021,0.16,1.965
CANDIDATE,2,0,0,0,0,30.8,1407.3,1,0.41600000000000004,5.59728249,930,177,295.43436,0.038,0.0621,1.795
CONFIRMED,1,0,0,0,0,12.7,351.9,2,0.445,8.77514782,837,79,294.94388,0.132,0.188,3.176
CANDIDATE,2,0,0,0,0,19.5,933.5,1,0.025,10.12742274,969,157,294.14682,0.065,0.0808,1.2762
CONFIRMED,1,0,0,0,0,20.2,310.7,1,0.43,5.1443645,923,77,283.47818,0.091,0.107,2.7030000000000003
CONFIRMED,1,0,0,0,0,41.5,535.3,1,0.009000000000000001,18.45848388,632,85,289.85913,0.111,0.0684,3.3703
CANDIDATE,2,0,0,0,0,54.4,301.2,1,0.25,21.06075303,669,114,298.17722000000003,0.099,0.0663,5.2472
CONFIRMED,1,0,0,0,0,51.2,662.0,2,0.185,13.08424286,739,110,297.79514,0.081,0.0549,3.0401
CONFIRMED,1,0,0,0,0,2833.1,18136.0,1,0.008,2.6843285409999997,1265,74,292.85573999999997,0.11,0.00073,2.69382
CONFIRMED,1,0,0,0,0,22.4,599.6,1,0.41,2.8062434880000002,771,83,289.29065,0.023,0.0701,1.6271
FALSE POSITIVE,0,0,1,0,0,36.8,149.0,1,0.223,2.27190723,1318,155,294.73419,0.07200000000000001,0.17600000000000002,5.382999999999999
CONFIRMED,1,0,0,0,0,19.6,498.9,1,0.46299999999999997,51.3011844,492,162,284.61621,0.052000000000000005,0.259,5.359
CONFIRMED,1,0,0,0,0,54.4,217.4,1,0.39899999999999997,0.9384669590000001,1876,82,284.73145,0.15,0.0284,1.3015
CANDIDATE,2,0,0,0,0,15.4,494.0,1,0.002,51.390145200000006,570,81,293.62592,0.10300000000000001,0.213,5.995
CONFIRMED,1,0,0,0,0,1287.4,14319.0,1,0.009000000000000001,3.217518511,1185,77,289.43462999999997,0.063,0.006999999999999999,2.11481
CONFIRMED,1,0,0,0,0,28.2,1630.6,1,0.003,4.66271902,1039,103,298.48282,0.022000000000000002,0.0917,2.7569999999999997
CONFIRMED,1,0,0,0,0,246.6,2018.1,1,0.066,7.834433676000001,689,98,287.60559,0.01,0.0363,2.89
CONFIRMED,1,0,0,0,0,115.1,691.6,2,0.004,3.0051569110000003,949,98,287.60559,0.01,0.0267,2.0747
FALSE POSITIVE,0,0,1,0,1,22.7,259.7,1,0.446,8.48039789,866,164,298.73007,0.153,0.204,6.249
FALSE POSITIVE,0,0,1,0,0,11.5,114.5,1,0.313,1.333395306,1390,171,288.92575,0.06,0.168,1.188
CONFIRMED,1,0,0,0,0,33.3,233.9,1,0.028999999999999998,7.71467686,1622,184,281.97125,0.259,0.0726,4.5871
CONFIRMED,1,0,0,0,0,18.0,163.0,1,0.005,4.4444826,1217,174,288.99258,0.062,0.131,3.6860000000000004
FALSE POSITIVE,0,1,1,0,1,35.4,556.1,1,0.04,21.3781146,727,174,293.66507,0.048,0.682,19.359
CANDIDATE,2,0,0,0,0,39.5,879.9,1,0.011000000000000001,29.542256599999998,515,166,282.43917999999996,0.038,0.522,13.902000000000001
CANDIDATE,2,0,0,0,0,66.5,4347.0,1,0.024,186.4361811,353,80,290.12857,0.28,0.157,5.774
CONFIRMED,1,0,0,0,0,36.1,486.0,1,0.018000000000000002,8.04727721,855,145,290.58685,0.036000000000000004,0.21600000000000003,5.159
CONFIRMED,1,0,0,0,0,23.2,505.6,1,0.047,5.87063416,616,83,286.58539,0.024,0.0913,2.5736
CONFIRMED,1,0,0,0,0,812.6,14638.0,1,0.016,15.35876777,662,108,295.28722999999997,0.063,0.0157,4.1223
CANDIDATE,2,0,0,0,0,15.7,452.6,1,0.059000000000000004,35.636402200000006,537,160,290.24102999999997,0.042,0.301,4.888
FALSE POSITIVE,0,1,0,0,0,103.9,11306.0,1,8.786,0.94773253,2321,170,290.73804,0.293,0.0256,1.7645
CANDIDATE,2,0,0,0,0,76.6,4924.0,1,0.09300000000000001,8.98128472,898,187,296.57153,0.048,0.0736,5.0397
FALSE POSITIVE,0,1,0,0,0,163.4,4518.1,1,4.081,0.692015479,1057,74,287.14313,0.055999999999999994,0.0134,1.1315
FALSE POSITIVE,0,1,1,0,1,108.9,3616.7,1,0.024,17.0421346,594,185,291.28659,0.032,0.114,7.507000000000001
FALSE POSITIVE,0,1,0,0,0,165.3,6084.4,1,6.19,7.94671044,673,146,287.80457,0.027000000000000003,0.0238,2.8419
CANDIDATE,2,0,0,0,0,26.0,1148.3,1,0.018000000000000002,192.667139,283,107,296.6713,0.065,0.168,5.443
CONFIRMED,1,0,0,0,0,23.3,213.9,1,0.063,17.9776037,752,169,287.03952000000004,0.052000000000000005,0.327,4.605
CONFIRMED,1,0,0,0,0,13.9,101.9,2,0.222,11.8693144,864,169,287.03952000000004,0.052000000000000005,0.298,4.6530000000000005
CONFIRMED,1,0,0,0,0,38.4,257.2,1,0.37799999999999995,12.98494603,818,107,286.43365,0.11,0.0649,3.4497
CONFIRMED,1,0,0,0,0,34.3,752.8,1,0.43,19.17893976,640,173,297.48257,0.035,0.105,5.144
CONFIRMED,1,0,0,0,0,36.3,555.4,1,0.166,6.99130452,716,144,296.17728,0.02,0.057,2.1568
FALSE POSITIVE,0,1,0,0,0,51.4,3882.6,1,6.987,52.971584,402,174,281.61887,0.052000000000000005,0.0815,3.4632
CONFIRMED,1,0,0,0,0,52.6,532.8,1,0.081,3.517494725,704,82,291.15295,0.025,0.0333,1.5639
CONFIRMED,1,0,0,0,0,40.2,437.5,1,0.366,61.0373591,610,75,290.66852,0.132,0.132,8.378
CONFIRMED,1,0,0,0,0,23.8,894.8,1,0.146,33.8677783,394,134,290.10654,0.052000000000000005,0.127,3.72
CANDIDATE,2,0,0,0,0,25.0,1082.0,1,68.34,14.62399621,681,155,291.33718999999996,0.038,0.134,2.193
FALSE POSITIVE,0,1,0,0,0,215.0,6933.2,1,0.061,9.771462706,799,145,286.14938,0.042,0.0251,1.767
FALSE POSITIVE,0,1,1,0,1,78.8,866.7,1,1.194,1.157808038,1579,166,297.17429,0.046,0.0712,3.6705
FALSE POSITIVE,0,1,1,0,1,36.0,122.0,1,0.027999999999999997,6.14281498,1355,146,292.03148999999996,0.18600000000000003,0.114,4.624
CONFIRMED,1,0,0,0,0,35.3,159.4,1,0.444,5.69919592,964,101,292.58444,0.04,0.0603,2.3906
CONFIRMED,1,0,0,0,0,51.3,241.5,1,0.024,18.11473813,830,110,288.66156,0.12,0.0702,5.2706
CONFIRMED,1,0,0,0,0,30.8,163.7,1,0.409,6.24145791,1111,79,286.27176000000003,0.156,0.0738,3.0998
CONFIRMED,1,0,0,0,0,34.7,189.3,1,0.359,20.4222447,785,110,290.09082,0.115,0.11900000000000001,6.22
CONFIRMED,1,0,0,0,0,37.7,446.7,1,0.004,8.72585478,985,120,298.25203999999997,0.12,0.0658,4.473
CONFIRMED,1,0,0,0,0,33.6,460.5,2,0.048,12.88291395,865,120,298.25203999999997,0.12,0.59,5.676
CONFIRMED,1,0,0,0,0,25.3,472.6,3,0.022000000000000002,27.4345973,672,120,298.25203999999997,0.12,0.121,5.038
CONFIRMED,1,0,0,0,0,25.6,558.3,1,0.18,52.069002000000005,524,75,289.67935,0.149,0.0887,3.0089
CANDIDATE,2,0,0,0,0,69.1,665.4,2,0.439,2.418406841,1226,108,295.28722999999997,0.063,0.0311,2.0744
CANDIDATE,2,0,0,0,0,22.9,614.7,1,0.043,6.93910337,445,72,291.285,0.049,0.133,2.977
CONFIRMED,1,0,0,0,0,21.7,268.3,1,0.009000000000000001,9.11500269,906,160,289.38351,0.07,0.121,4.558
FALSE POSITIVE,0,1,1,0,1,92.8,1426.7,1,0.006,8.48031942,918,178,298.82254,0.084,0.125,7.297000000000001
CONFIRMED,1,0,0,0,0,97.9,571.1,1,0.359,13.7223682,746,113,293.26093,0.132,0.0357,5.1231
FALSE POSITIVE,0,1,1,0,0,138.4,1534.4,1,0.011000000000000001,3.582076914,1265,192,296.07822000000004,0.09,0.0636,4.4228
CANDIDATE,2,0,0,0,0,59.7,1785.9,1,0.005,15.43400996,721,164,297.35233,0.037000000000000005,0.0764,4.2572
FALSE POSITIVE,0,0,1,0,1,46.0,590.9,1,0.19699999999999998,1.7809843159999998,1397,158,288.76318,0.036000000000000004,0.102,2.173
CONFIRMED,1,0,0,0,0,37.7,357.7,1,0.4,70.6981724,417,104,295.52121,0.03,0.10400000000000001,6.632000000000001
CONFIRMED,1,0,0,0,0,25.4,73.3,1,0.3,3.74443645,1328,104,291.46732000000003,0.125,0.0876,2.9191
FALSE POSITIVE,0,1,0,0,0,1241.4,112640.0,1,0.009000000000000001,10.5815819,1098,219,296.62979,0.336,0.00948,6.669289999999999
CANDIDATE,2,1,0,0,0,202.0,71867.0,1,0.021,2.8194533219999998,1357,155,284.664,0.18,0.0411,4.4127
CANDIDATE,2,0,0,0,0,23.6,602.5,1,0.36,12.89006728,620,78,294.36487,0.07200000000000001,0.11699999999999999,3.555
FALSE POSITIVE,0,1,0,0,0,958.7,28737.0,1,0.03,23.21050996,595,161,296.18523999999996,0.033,0.00829,3.09802
CANDIDATE,2,0,0,0,0,12.5,256.8,3,0.047,4.74666128,865,78,294.36487,0.07200000000000001,0.156,2.093
CANDIDATE,2,0,0,0,0,25.5,843.2,1,0.004,19.65639342,549,159,297.73984,0.036000000000000004,0.215,3.2260000000000004
FALSE POSITIVE,0,1,0,0,0,54.6,1688.4,1,70.11,62.81584402,582,113,293.53448,0.076,0.0607,2.6901
CANDIDATE,2,0,0,0,0,45.0,922.4,1,0.433,70.468171,511,158,293.87987999999996,0.067,0.12,6.653
CONFIRMED,1,0,0,0,0,142.8,4674.7,1,0.22699999999999998,85.3514875,390,75,294.63239,0.045,0.0404,6.7504
CANDIDATE,2,0,0,0,0,97.2,5077.8,1,0.006999999999999999,23.02028478,604,166,280.36023,0.048,0.131,3.5439999999999996
CONFIRMED,1,0,0,0,0,300.7,4491.2,1,0.149,69.72646639,613,77,295.41787999999997,0.149,0.0108,3.7177
CANDIDATE,2,0,0,0,0,35.3,728.5,1,0.46299999999999997,1.609321941,958,84,297.43039,0.025,0.0505,1.6067
CANDIDATE,2,0,0,0,0,31.9,1169.4,2,0.337,9.51220046,530,84,297.43039,0.025,0.0837,2.9497
CONFIRMED,1,0,0,0,0,862.3,4315.8,1,0.145,4.887803076,800,86,297.70935,0.015,0.00466,2.36255
CONFIRMED,1,0,0,0,0,3535.6,16388.0,1,0.006999999999999999,4.437962934,1338,105,286.24343999999996,0.168,0.00079,4.69813
CONFIRMED,1,0,0,0,0,155.3,1023.3,1,0.037000000000000005,20.74028645,798,112,297.04541,0.115,0.0626,10.3939
FALSE POSITIVE,0,1,0,0,0,205.9,49720.0,1,3.262,1.207852845,1539,186,299.10327,0.07,0.0328,3.5802
CANDIDATE,2,1,0,0,0,538.0,48434.0,1,0.067,2.3792821969999998,1571,153,293.19507000000004,0.054000000000000006,0.00588,3.1729
FALSE POSITIVE,0,0,1,0,0,59.7,831.5,1,6.8389999999999995,26.0692512,591,152,298.9024,0.14800000000000002,0.152,7.487
CONFIRMED,1,0,0,0,0,18.3,515.2,1,0.14400000000000002,9.69501146,833,176,295.78516,0.052000000000000005,0.10300000000000001,2.75
